job_title,company_name,location,skill_required,salary
Plumber,Microsoft,Delhi,Pipe Fitting,74307
Judge,Sony,Tokyo,Judicial Review,152240
Sales Manager,Meta,Sydney,Negotiation,107016
Pilot,Microsoft,Singapore,Navigation,135264
Tutor,Sony,London,Mentoring,53416
Web Developer,Amazon,San Francisco,JavaScript,99309
Carpenter,Wipro,Paris,Woodworking,44722
Teacher,Tesla,Paris,Classroom Management,32056
Farmer,BMW,Singapore,Crop Management,16065
Video Editor,BMW,New York,Premiere Pro,43473
Writer,Tesla,Bangalore,Creative Writing,71781
Operations Manager,Sony,Berlin,Process Optimization,144336
Video Editor,Microsoft,Bangalore,Premiere Pro,51247
Plumber,Amazon,London,Pipe Fitting,75639
Professor,Microsoft,Sydney,Research,119185
Call Center Agent,Infosys,Bangalore,Customer Handling,43862
Sales Manager,Sony,Los Angeles,Negotiation,73636
Software Engineer,Sony,Sydney,Python,117091
Professor,Google,Delhi,Research,130243
Data Scientist,Tesla,Paris,Machine Learning,85235
Judge,Amazon,Paris,Judicial Review,222252
Accountant,Tesla,Dubai,Bookkeeping,79721
Animator,Disney,Chicago,3D Animation,100124
Nurse,Microsoft,Paris,Patient Care,85599
Mechanic,Disney,Berlin,Engine Repair,47550
Researcher,Coca Cola,San Francisco,Data Analysis,107733
Video Editor,Infosys,Dubai,Premiere Pro,45985
Marketing Manager,Microsoft,Paris,SEO,114063
Lawyer,Meta,San Francisco,Litigation,167981
Writer,Coca Cola,Sydney,Creative Writing,76436
Waiter,BMW,Toronto,Hospitality,23372
Web Developer,Pfizer,Dubai,JavaScript,109993
HR Manager,KPMG,Bangalore,Recruitment,115546
Radiologist,Microsoft,Sydney,Imaging,208457
Lawyer,Coca Cola,Bangalore,Litigation,166490
Graphic Designer,BMW,Sydney,Photoshop,73158
Paralegal,Google,London,Legal Research,60060
Doctor,Sony,Delhi,Surgery,139369
Legal Advisor,Wipro,San Francisco,Contract Drafting,81813
Cloud Engineer,Meta,San Francisco,AWS,106959
Project Manager,Meta,Los Angeles,Agile,86999
Chef,Coca Cola,Paris,Culinary Arts,54162
Carpenter,Wipro,Delhi,Woodworking,67945
Waiter,Pfizer,New York,Hospitality,39977
Farmer,KPMG,Toronto,Crop Management,37368
Pharmacist,Amazon,Los Angeles,Pharmacology,73795
Professor,KPMG,New York,Research,97592
Financial Analyst,Tesla,Dubai,Excel Modeling,67324
Pharmacist,Accenture,Sydney,Pharmacology,111100
Photographer,Wipro,London,Photography,36009
Sales Manager,Disney,London,Negotiation,96767
Receptionist,Deloitte,Bangalore,Front Desk,41891
Professor,Tesla,Toronto,Research,93790
Accountant,KPMG,Sydney,Bookkeeping,70316
Carpenter,KPMG,Tokyo,Woodworking,38291
Web Developer,Wipro,Dubai,JavaScript,116509
Operations Manager,Deloitte,Dubai,Process Optimization,93661
Mechanic,McDonald's,Bangalore,Engine Repair,55095
Auditor,Apple,Los Angeles,Compliance,52737
Researcher,Amazon,London,Data Analysis,64530
Data Scientist,Sony,Dubai,Machine Learning,80663
Chef,Sony,Paris,Culinary Arts,99994
Financial Analyst,McDonald's,Paris,Excel Modeling,57641
Mechanic,Tesla,Chicago,Engine Repair,33031
Cybersecurity Analyst,Disney,Delhi,Network Security,99462
Chef,Disney,Tokyo,Culinary Arts,49106
Web Developer,Infosys,London,JavaScript,69204
Electrician,KPMG,Chicago,Wiring,75613
Welder,Coca Cola,Sydney,Arc Welding,49424
Web Developer,Tesla,London,JavaScript,102908
Web Developer,McDonald's,San Francisco,JavaScript,62443
Graphic Designer,Coca Cola,Chicago,Photoshop,89286
Call Center Agent,Meta,London,Customer Handling,46244
Compliance Officer,KPMG,Dubai,Regulation,68388
Legal Advisor,Disney,London,Contract Drafting,77931
Cashier,Infosys,Delhi,Billing,29690
Operations Manager,Amazon,Singapore,Process Optimization,107762
Tutor,Wipro,Chicago,Mentoring,38394
Writer,McDonald's,Tokyo,Creative Writing,51334
Marketing Manager,Microsoft,Singapore,SEO,109706
Librarian,Deloitte,Los Angeles,Cataloguing,30892
Carpenter,Microsoft,Sydney,Woodworking,42544
Investment Banker,Coca Cola,London,Valuation,195988
Researcher,Sony,Chicago,Data Analysis,59530
Investment Banker,EY,New York,Valuation,127035
Professor,Microsoft,Berlin,Research,131352
Tax Consultant,HSBC,Chicago,Tax Filing,45881
Call Center Agent,Pfizer,Bangalore,Customer Handling,24694
Chef,Deloitte,Dubai,Culinary Arts,50849
Nurse,Microsoft,Bangalore,Patient Care,88389
Animator,Wipro,Delhi,3D Animation,107362
Cybersecurity Analyst,Disney,Berlin,Network Security,84999
Electrician,EY,Los Angeles,Wiring,43183
Operations Manager,Meta,Los Angeles,Process Optimization,89076
Marketing Manager,McDonald's,New York,SEO,60121
Investment Banker,HSBC,New York,Valuation,184650
Video Editor,Deloitte,Delhi,Premiere Pro,87552
Receptionist,Coca Cola,London,Front Desk,46046
Cybersecurity Analyst,Accenture,San Francisco,Network Security,84148
Web Developer,JPMorgan,London,JavaScript,89392
Video Editor,HSBC,London,Premiere Pro,41237
Lawyer,Pfizer,Toronto,Litigation,154643
Mechanic,Accenture,Los Angeles,Engine Repair,56577
Compliance Officer,Microsoft,Chicago,Regulation,99851
Electrician,Microsoft,Paris,Wiring,67371
Operations Manager,Disney,Delhi,Process Optimization,96817
Welder,KPMG,Tokyo,Arc Welding,39948
Tutor,Apple,Paris,Mentoring,39269
Librarian,Infosys,Toronto,Cataloguing,68149
Doctor,Disney,Sydney,Surgery,203451
Marketing Manager,Amazon,New York,SEO,89278
Doctor,HSBC,Singapore,Surgery,265272
Judge,Accenture,Tokyo,Judicial Review,201746
Welder,Disney,Delhi,Arc Welding,44191
Plumber,Pfizer,Singapore,Pipe Fitting,52762
Lawyer,Wipro,Paris,Litigation,153022
Web Developer,EY,Sydney,JavaScript,89282
Web Developer,Amazon,San Francisco,JavaScript,117910
Carpenter,Coca Cola,Tokyo,Woodworking,26200
Waiter,Coca Cola,Los Angeles,Hospitality,23415
Support Specialist,KPMG,Singapore,Troubleshooting,43084
Video Editor,Coca Cola,Toronto,Premiere Pro,78125
Project Manager,KPMG,New York,Agile,103282
Financial Analyst,HSBC,London,Excel Modeling,70110
Software Engineer,Tesla,Paris,Python,133294
Cashier,Amazon,Delhi,Billing,49421
Support Specialist,Apple,New York,Troubleshooting,56873
Librarian,KPMG,London,Cataloguing,65328
Carpenter,HSBC,Chicago,Woodworking,51601
Cybersecurity Analyst,Amazon,Paris,Network Security,130947
Professor,Coca Cola,Delhi,Research,95935
Accountant,Disney,Dubai,Bookkeeping,99879
Call Center Agent,Infosys,Bangalore,Customer Handling,45714
Tutor,Amazon,Singapore,Mentoring,56898
Cloud Engineer,Coca Cola,Paris,AWS,97771
Pilot,EY,Toronto,Navigation,179208
Professor,BMW,San Francisco,Research,63400
Cybersecurity Analyst,BMW,Toronto,Network Security,122284
Software Engineer,Tesla,Sydney,Python,126122
Photographer,JPMorgan,Delhi,Photography,87948
Cloud Engineer,Amazon,Los Angeles,AWS,94818
Video Editor,Microsoft,London,Premiere Pro,61824
Judge,Google,Paris,Judicial Review,166138
Librarian,JPMorgan,Delhi,Cataloguing,65766
Teacher,JPMorgan,Paris,Classroom Management,43466
Call Center Agent,Infosys,Tokyo,Customer Handling,47393
Teacher,Deloitte,Bangalore,Classroom Management,34162
Paralegal,Disney,New York,Legal Research,54886
Welder,Infosys,Tokyo,Arc Welding,51956
Writer,Accenture,Delhi,Creative Writing,63332
Librarian,Coca Cola,Sydney,Cataloguing,65781
Nurse,Accenture,New York,Patient Care,72173
Carpenter,EY,Singapore,Woodworking,59760
Electrician,Infosys,Dubai,Wiring,42465
Tutor,Sony,Paris,Mentoring,35257
HR Manager,JPMorgan,Tokyo,Recruitment,112848
Waiter,Google,Toronto,Hospitality,30430
Mechanic,Pfizer,Chicago,Engine Repair,39676
Software Engineer,Deloitte,Tokyo,Python,84731
Project Manager,Accenture,Tokyo,Agile,110923
Receptionist,Disney,London,Front Desk,59800
Receptionist,Disney,Toronto,Front Desk,36746
Paralegal,Amazon,Tokyo,Legal Research,61866
Auditor,Accenture,Toronto,Compliance,83927
Plumber,Sony,Bangalore,Pipe Fitting,46198
Waiter,KPMG,Tokyo,Hospitality,20164
Mechanic,BMW,Dubai,Engine Repair,32362
Financial Analyst,Wipro,Tokyo,Excel Modeling,53967
Paralegal,JPMorgan,Toronto,Legal Research,33528
Data Scientist,HSBC,Toronto,Machine Learning,147517
Data Scientist,Amazon,Paris,Machine Learning,149828
Project Manager,Apple,Bangalore,Agile,100830
Cloud Engineer,Microsoft,Tokyo,AWS,165239
Nurse,Disney,Tokyo,Patient Care,86595
Farmer,JPMorgan,Los Angeles,Crop Management,18332
Pharmacist,Meta,London,Pharmacology,68754
Pilot,Deloitte,New York,Navigation,218938
Nurse,Pfizer,London,Patient Care,67664
Call Center Agent,JPMorgan,Tokyo,Customer Handling,45912
Judge,Infosys,Sydney,Judicial Review,215358
Electrician,Disney,New York,Wiring,76844
Waiter,KPMG,London,Hospitality,26711
Graphic Designer,Google,Chicago,Photoshop,84946
Sales Manager,HSBC,Los Angeles,Negotiation,75562
Driver,Disney,Dubai,Driving,28166
Carpenter,Google,Berlin,Woodworking,29882
Lawyer,Amazon,Chicago,Litigation,158503
HR Manager,EY,Tokyo,Recruitment,111403
Pharmacist,Infosys,Singapore,Pharmacology,55718
Sales Manager,Coca Cola,Singapore,Negotiation,73956
Compliance Officer,Infosys,Los Angeles,Regulation,60605
Judge,Meta,Dubai,Judicial Review,214797
Nurse,HSBC,Los Angeles,Patient Care,45552
Welder,KPMG,London,Arc Welding,58351
Financial Analyst,Amazon,Los Angeles,Excel Modeling,52360
Doctor,Pfizer,San Francisco,Surgery,279906
Project Manager,Accenture,Dubai,Agile,113650
Legal Advisor,Deloitte,Singapore,Contract Drafting,130237
Writer,KPMG,Los Angeles,Creative Writing,73542
Waiter,Wipro,Berlin,Hospitality,28301
Cloud Engineer,Amazon,Singapore,AWS,85517
Driver,Sony,Delhi,Driving,23890
Nurse,Sony,New York,Patient Care,87188
Legal Advisor,KPMG,New York,Contract Drafting,128804
Sales Manager,Google,Delhi,Negotiation,61336
Pilot,Wipro,Sydney,Navigation,243511
Cloud Engineer,Tesla,Singapore,AWS,99716
Professor,Wipro,San Francisco,Research,126096
Electrician,Deloitte,London,Wiring,30230
Financial Analyst,Accenture,London,Excel Modeling,68372
Project Manager,KPMG,San Francisco,Agile,110606
Chef,Meta,Dubai,Culinary Arts,73440
Receptionist,Accenture,Singapore,Front Desk,37630
Radiologist,Meta,San Francisco,Imaging,208504
Doctor,BMW,Paris,Surgery,132199
Auditor,Sony,Paris,Compliance,83543
Waiter,Microsoft,New York,Hospitality,22232
Radiologist,HSBC,New York,Imaging,232846
Marketing Manager,Disney,London,SEO,104067
Researcher,EY,Paris,Data Analysis,98532
Project Manager,Tesla,Bangalore,Agile,86679
Accountant,Deloitte,Berlin,Bookkeeping,95294
Video Editor,KPMG,Bangalore,Premiere Pro,61769
Graphic Designer,Meta,Singapore,Photoshop,85153
Carpenter,Accenture,Chicago,Woodworking,62259
Sales Manager,Apple,Sydney,Negotiation,110360
Pilot,Wipro,San Francisco,Navigation,211259
Graphic Designer,Deloitte,Chicago,Photoshop,53557
Researcher,Infosys,Tokyo,Data Analysis,82502
Psychologist,Sony,Chicago,Counseling,101584
Cybersecurity Analyst,BMW,Tokyo,Network Security,114625
Carpenter,Microsoft,Chicago,Woodworking,39575
Accountant,BMW,Toronto,Bookkeeping,84380
Animator,Amazon,London,3D Animation,107853
Tax Consultant,Sony,London,Tax Filing,74231
Investment Banker,Sony,Tokyo,Valuation,101084
Radiologist,KPMG,Dubai,Imaging,201153
Writer,EY,Dubai,Creative Writing,53132
Auditor,Deloitte,Sydney,Compliance,118196
Welder,JPMorgan,Los Angeles,Arc Welding,32873
Psychologist,Coca Cola,Sydney,Counseling,62702
Animator,Accenture,Dubai,3D Animation,63549
Tutor,Coca Cola,Paris,Mentoring,50476
Financial Analyst,Sony,Berlin,Excel Modeling,76844
Mechanic,Wipro,San Francisco,Engine Repair,47881
Construction Worker,Amazon,London,Masonry,42857
Pharmacist,BMW,San Francisco,Pharmacology,104536
Plumber,Wipro,Paris,Pipe Fitting,48681
Cybersecurity Analyst,Wipro,Bangalore,Network Security,119942
Auditor,Meta,Toronto,Compliance,72428
Paralegal,KPMG,New York,Legal Research,57744
Psychologist,HSBC,Berlin,Counseling,83318
Psychologist,JPMorgan,London,Counseling,86849
Researcher,Infosys,Sydney,Data Analysis,104307
Waiter,McDonald's,San Francisco,Hospitality,34000
Plumber,Wipro,Toronto,Pipe Fitting,52522
Software Engineer,Infosys,London,Python,72692
HR Manager,Meta,San Francisco,Recruitment,111318
Paralegal,Microsoft,San Francisco,Legal Research,47615
Researcher,Pfizer,Los Angeles,Data Analysis,114283
Sales Manager,McDonald's,Tokyo,Negotiation,92553
Chef,EY,Dubai,Culinary Arts,72973
Researcher,Apple,New York,Data Analysis,112207
Waiter,Tesla,Delhi,Hospitality,39536
Nurse,Apple,Paris,Patient Care,88400
Cloud Engineer,Deloitte,Chicago,AWS,118311
Graphic Designer,Tesla,San Francisco,Photoshop,53595
Paralegal,McDonald's,Delhi,Legal Research,32368
Support Specialist,BMW,Bangalore,Troubleshooting,63727
Project Manager,Infosys,New York,Agile,95215
Nurse,JPMorgan,Chicago,Patient Care,66577
Web Developer,Deloitte,Los Angeles,JavaScript,54961
Waiter,Tesla,Paris,Hospitality,22981
Financial Analyst,Accenture,Toronto,Excel Modeling,95624
Compliance Officer,Microsoft,Dubai,Regulation,87125
Call Center Agent,Apple,Tokyo,Customer Handling,43940
Welder,EY,London,Arc Welding,39865
Software Engineer,KPMG,Dubai,Python,102438
Doctor,Sony,Los Angeles,Surgery,124894
Sales Manager,BMW,Los Angeles,Negotiation,110550
Photographer,Meta,New York,Photography,30301
Graphic Designer,EY,Tokyo,Photoshop,80883
Chef,Deloitte,Berlin,Culinary Arts,87755
Waiter,Microsoft,Delhi,Hospitality,28393
Writer,Wipro,London,Creative Writing,58850
Graphic Designer,Meta,London,Photoshop,65342
Cashier,Wipro,Delhi,Billing,29181
Nurse,Sony,San Francisco,Patient Care,89454
Sales Manager,Microsoft,London,Negotiation,98332
Graphic Designer,Meta,Paris,Photoshop,86225
Investment Banker,Microsoft,Chicago,Valuation,182945
Receptionist,JPMorgan,San Francisco,Front Desk,43821
Plumber,KPMG,Singapore,Pipe Fitting,61739
Chef,McDonald's,Sydney,Culinary Arts,54388
Professor,HSBC,Tokyo,Research,71982
Librarian,Disney,Berlin,Cataloguing,67955
Sales Manager,Pfizer,Paris,Negotiation,98033
Nurse,EY,Berlin,Patient Care,40017
Investment Banker,McDonald's,San Francisco,Valuation,162825
Data Scientist,Sony,Los Angeles,Machine Learning,107515
Video Editor,Pfizer,Bangalore,Premiere Pro,75434
Pilot,Accenture,Bangalore,Navigation,164215
Electrician,Deloitte,Singapore,Wiring,67972
Chef,Deloitte,San Francisco,Culinary Arts,42725
Animator,Sony,Paris,3D Animation,84940
Marketing Manager,BMW,Singapore,SEO,104947
Welder,KPMG,Singapore,Arc Welding,68731
Operations Manager,Accenture,Toronto,Process Optimization,143191
Marketing Manager,EY,Bangalore,SEO,120858
Lawyer,Infosys,Singapore,Litigation,194226
Graphic Designer,Accenture,Sydney,Photoshop,88756
Psychologist,Tesla,Delhi,Counseling,84383
Mechanic,Infosys,Berlin,Engine Repair,65789
Carpenter,Microsoft,Dubai,Woodworking,46525
Teacher,Sony,Sydney,Classroom Management,50750
Welder,Sony,Berlin,Arc Welding,43619
Financial Analyst,HSBC,Paris,Excel Modeling,109800
Chef,Deloitte,Paris,Culinary Arts,48427
Driver,BMW,Paris,Driving,52284
Sales Manager,EY,Delhi,Negotiation,110940
Photographer,Infosys,New York,Photography,59696
Call Center Agent,JPMorgan,Bangalore,Customer Handling,40002
Lawyer,Wipro,Singapore,Litigation,167623
HR Manager,Sony,Berlin,Recruitment,104108
Lawyer,Google,Berlin,Litigation,129768
Investment Banker,HSBC,Los Angeles,Valuation,161297
Operations Manager,HSBC,Los Angeles,Process Optimization,120518
Farmer,Coca Cola,Berlin,Crop Management,34201
Doctor,Google,Chicago,Surgery,224927
Marketing Manager,McDonald's,Los Angeles,SEO,74947
Web Developer,Amazon,Delhi,JavaScript,111900
Welder,EY,San Francisco,Arc Welding,26113
Web Developer,Microsoft,Bangalore,JavaScript,86706
Chef,Apple,Sydney,Culinary Arts,42450
Receptionist,Accenture,London,Front Desk,40084
Tax Consultant,Microsoft,Los Angeles,Tax Filing,94899
Radiologist,Disney,Berlin,Imaging,235257
Radiologist,Accenture,Paris,Imaging,234308
Software Engineer,Google,Tokyo,Python,123521
Judge,Tesla,Delhi,Judicial Review,237569
Researcher,HSBC,Bangalore,Data Analysis,66633
Legal Advisor,Apple,Tokyo,Contract Drafting,137884
Receptionist,EY,Sydney,Front Desk,33740
Support Specialist,McDonald's,Berlin,Troubleshooting,52625
Professor,Pfizer,New York,Research,145810
Judge,Microsoft,New York,Judicial Review,205980
Radiologist,Apple,San Francisco,Imaging,218949
Project Manager,Infosys,Toronto,Agile,109198
Mechanic,McDonald's,New York,Engine Repair,56426
Paralegal,EY,Sydney,Legal Research,31627
Operations Manager,Wipro,Los Angeles,Process Optimization,135473
Pilot,BMW,San Francisco,Navigation,211781
Pharmacist,Accenture,London,Pharmacology,119707
Animator,Coca Cola,Sydney,3D Animation,64542
Pilot,Google,Paris,Navigation,156258
Web Developer,Meta,Singapore,JavaScript,66730
Researcher,Amazon,Berlin,Data Analysis,81711
Cashier,BMW,Toronto,Billing,45599
Judge,Accenture,Tokyo,Judicial Review,227014
Radiologist,BMW,Sydney,Imaging,157099
Project Manager,Apple,Paris,Agile,127900
Video Editor,Microsoft,Tokyo,Premiere Pro,65371
Lawyer,BMW,London,Litigation,150930
Pharmacist,Microsoft,Toronto,Pharmacology,89804
Photographer,Meta,Los Angeles,Photography,49169
Researcher,Microsoft,Sydney,Data Analysis,98931
Teacher,BMW,Dubai,Classroom Management,56691
Teacher,KPMG,Delhi,Classroom Management,30282
Accountant,KPMG,Delhi,Bookkeeping,46424
Video Editor,Sony,Chicago,Premiere Pro,43755
Pilot,Google,London,Navigation,196050
Nurse,Microsoft,Dubai,Patient Care,85011
Professor,Disney,Berlin,Research,141806
Photographer,Apple,Tokyo,Photography,54041
Sales Manager,Deloitte,Chicago,Negotiation,109253
Video Editor,Tesla,Singapore,Premiere Pro,70541
Tutor,Amazon,Dubai,Mentoring,38781
Cloud Engineer,Deloitte,Dubai,AWS,152494
HR Manager,BMW,Delhi,Recruitment,74504
Graphic Designer,Wipro,Paris,Photoshop,40333
Nurse,Accenture,New York,Patient Care,45218
Plumber,McDonald's,Paris,Pipe Fitting,31930
Mechanic,McDonald's,Paris,Engine Repair,62027
Waiter,Pfizer,London,Hospitality,39582
Electrician,Google,Sydney,Wiring,77968
Tax Consultant,Microsoft,Delhi,Tax Filing,80415
Marketing Manager,Coca Cola,Toronto,SEO,107108
Data Scientist,Infosys,Los Angeles,Machine Learning,93041
Writer,Tesla,Toronto,Creative Writing,49229
Tax Consultant,Wipro,Bangalore,Tax Filing,63829
Waiter,HSBC,Sydney,Hospitality,39670
Writer,Pfizer,Tokyo,Creative Writing,44675
Support Specialist,Amazon,San Francisco,Troubleshooting,44341
Welder,Apple,New York,Arc Welding,65110
Cybersecurity Analyst,Deloitte,Toronto,Network Security,119167
Investment Banker,KPMG,London,Valuation,105186
Mechanic,KPMG,Sydney,Engine Repair,47935
Judge,Sony,Tokyo,Judicial Review,212007
Waiter,Apple,San Francisco,Hospitality,36028
Driver,Apple,Chicago,Driving,31285
Researcher,Pfizer,Tokyo,Data Analysis,96753
Receptionist,Amazon,London,Front Desk,30818
Cashier,Microsoft,Los Angeles,Billing,49105
Lawyer,Amazon,Singapore,Litigation,72940
Judge,Amazon,Berlin,Judicial Review,151339
Chef,Infosys,San Francisco,Culinary Arts,71847
Data Scientist,Sony,London,Machine Learning,122341
Psychologist,HSBC,San Francisco,Counseling,115866
Legal Advisor,Coca Cola,Los Angeles,Contract Drafting,101155
Farmer,McDonald's,Chicago,Crop Management,32947
Writer,Coca Cola,Los Angeles,Creative Writing,78168
Plumber,Meta,New York,Pipe Fitting,63443
Web Developer,Disney,San Francisco,JavaScript,66022
Psychologist,Apple,London,Counseling,122311
Radiologist,Sony,Bangalore,Imaging,151259
Chef,Accenture,Tokyo,Culinary Arts,92053
Electrician,JPMorgan,London,Wiring,56710
Video Editor,Deloitte,Berlin,Premiere Pro,99385
Tutor,EY,Singapore,Mentoring,44820
Writer,Deloitte,Los Angeles,Creative Writing,71873
Welder,Disney,Paris,Arc Welding,60167
Carpenter,Microsoft,Tokyo,Woodworking,40740
Driver,Microsoft,Paris,Driving,48077
Cybersecurity Analyst,BMW,Dubai,Network Security,106224
Carpenter,Wipro,Singapore,Woodworking,45476
Welder,Wipro,Toronto,Arc Welding,27408
Call Center Agent,Deloitte,Paris,Customer Handling,39232
Waiter,Accenture,Tokyo,Hospitality,22576
Graphic Designer,Tesla,Singapore,Photoshop,44367
